ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0,0.0,0.17125,0.42366883116883114,0.40508116883116885
2,0.6096275762518042,0.0,0.0,0.25702016539168715,0.1333522583565085
3,0.26994977485766464,0.0,0.0,0.11272875335356967,0.6173214717887656
4,0.14388265329441793,0.0,0.11721613109113109,0.2586768354194824,0.4802243801949683
5,0.4546876805305302,0.0018203693777589535,0.036710647964358925,0.37734282312309164,0.1294384790042604
6,0.22653394988832395,0.0,0.04400785868898266,0.5134704361026123,0.21598775532008083
7,0.18574703074703078,0.0,0.68,0.12458197358197358,0.009670995670995672
8,1.0,0.0,0.0,0.0,0.0
9,0.7918624646452038,0.0,0.0,0.0480167854938618,0.1601207498609336
10,0.5978611299321452,0.0,0.024060738636763234,0.29441027421466337,0.0836678572164283
11,0.7726556571622583,0.0,0.01658779885140733,0.106349268230523,0.10440727575581152
12,0.010310946434694001,0.011666842512129605,0.16859141737301755,0.47554697833009224,0.33388381535006667
13,0.6829514951224701,0.0,0.0,0.10988732238986967,0.20716118248765997
14,0.6583371600908418,0.0,0.018097937536341147,0.05980747477031226,0.2637574276025049
15,0.7959934818445786,0.0,0.0,0.20400651815542112,0.0
16,0.8631035126757604,0.0,0.0,0.06277491324726482,0.07412157407697519
17,0.354772651343464,0.0,0.0474335426247275,0.5163739563591518,0.08141984967265697
18,0.477935064935065,0.0,0.0,0.522064935064935,0.0
19,0.3230143898069906,0.0,0.0,0.16197527716292448,0.5150103330300847
20,0.0,0.0,0.0775,0.0,0.9225
21,1.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0518168095412505,0.0,0.9481831904587494
23,0.47741867336481447,0.0,0.043401352308194585,0.22079112036951837,0.25838885395747246
24,0.0,0.0,0.0,0.0,1.0
25,0.6649475862425639,0.0,0.017339189112432162,0.23645979686906277,0.08125342777594088
26,0.3060470917970918,0.0,0.10906804306804303,0.0,0.5848848651348654
27,0.9462011778079047,0.0,0.0028256395156671206,0.004956957754258892,0.04601622492216939
28,0.0,0.002,0.19349999999999998,0.0,0.8044999999999998
29,0.3913597222542359,0.0,0.050016843032333745,0.4458743381819884,0.11274909653144194
30,0.4546876805305302,0.0018203693777589535,0.036710647964358925,0.37734282312309164,0.1294384790042604
31,0.3371078643578642,0.0,0.0,0.3424729437229437,0.3204191919191918
32,0.9320713357868254,0.0,0.0,0.0,0.0679286642131742
33,0.23568464878737105,0.0709038224977786,0.10594765996443538,0.04867162783298871,0.5387922409174258
34,0.9470082707459021,0.0,0.0021127228646868257,0.0102499749823178,0.04062903140709391
35,0.029061863327043875,0.73,0.003231963553518454,0.0,0.23770617311943762
36,0.47741867336481447,0.0,0.043401352308194585,0.22079112036951837,0.25838885395747246
37,0.0,0.0,0.3121417748917748,0.0,0.6878582251082248
38,0.9166770620921002,0.0,0.0,0.060935721371667716,0.022387216536231914
39,0.5035390806414349,0.0,0.01808750465996708,0.24617712430902652,0.23219629038957112
40,0.34277018661161796,0.0,0.0,0.04748940074559864,0.6097404126427837
41,0.0,0.0,0.11599999999999999,0.46659523809523795,0.417404761904762
42,0.0,0.0,0.0,0.0,1.0
43,0.40502153412925374,0.0,0.006623568120301365,0.11523843607903787,0.4731164616714071
44,0.0,0.027367704115625682,0.03974521362088558,0.0,0.9328870822634886
45,0.2263463582770857,0.0,0.0805281812700543,0.08194880927466063,0.6111766511781993
46,0.47552380952380946,0.0,0.0,0.0,0.5244761904761905
47,0.3230143898069906,0.0,0.0,0.16197527716292448,0.5150103330300847
48,0.4546876805305302,0.0018203693777589535,0.036710647964358925,0.37734282312309164,0.1294384790042604
49,0.2755306201475742,0.0,0.06306905473312724,0.414710171059688,0.2466901540596105
50,0.01,0.0,0.4391666666666667,0.5058333333333332,0.045
51,0.18410011082828412,0.0,0.0,0.0,0.8158998891717151
52,0.22488747318999788,0.0,0.0,0.6508277181604378,0.12428480864956415
53,0.9470082707459021,0.0,0.0021127228646868257,0.0102499749823178,0.04062903140709391
54,0.09049034321914982,0.00519144662273658,0.04372777356781561,0.0,0.8605904365902981
55,0.0,0.0,0.3017380952380952,0.0,0.6982619047619048
56,0.5739420104749052,0.0,0.0,0.11150804239620024,0.31454994712889434
57,0.5479517875590034,0.0,0.013924296008502125,0.3115680862698106,0.1265558301626837
58,0.0,0.04212190296808499,0.09411313247420314,0.0,0.8637649645577116
59,0.0,0.0,0.035286475154383684,0.0,0.9647135248456163
60,0.8201844558327258,0.0,0.0,0.0,0.1798155441672738
61,0.9730787041544162,0.0,0.0021037208668393077,0.012380952380952381,0.012436622597792013
62,0.2745187701099451,0.0,0.06725455971003537,0.4662125847501594,0.19201408542986
63,0.26994977485766464,0.0,0.0,0.11272875335356967,0.6173214717887656
64,0.0,0.0,0.02303891293846313,0.0,0.9769610870615368
65,0.0,0.01860440483486961,0.05500977748596973,0.0,0.9263858176791606
66,0.5978611299321452,0.0,0.024060738636763234,0.29441027421466337,0.0836678572164283
67,0.9313742787000722,0.006425258004327089,0.0,0.014661192486933308,0.04753927080866743
68,0.1789057886557886,0.0,0.36,0.2667236097236097,0.1943706016206016
69,0.4546876805305302,0.0018203693777589535,0.036710647964358925,0.37734282312309164,0.1294384790042604
